rank	sentence	english
652	Kung sakali mang mahuli ako, hindi mo kailangang maghintay sa akin.	In case I am late, you don't have to wait for me.
653	Mag-Ingat sa Aso!	Beware of the dog!
654	Hinikayat ko si Tom na manatili sa kolehiyo.	I encouraged Tom to stay in college.
655	Nasa kulungan ako.	I was in prison.
656	Kumakain ako.	I eat.
657	Mainit ngayon.	It's hot today.
659	Malamang hindi.	Probably not.
660	Mahaba iyon.	That is long.
661	Nagsimulang magtrabaho ang kanyang asawa dahil sa pangangailangan.	His wife has started to work out of necessity.
662	Gusto kong matulog.	I want to sleep.
663	Sagutin mo ako.	Answer me.
665	Kumanta siya ng kanta.	He sang a song.
666	Nag-aaral ng agrikultura si Tomas.	Tom is studying agriculture.
667	Pinlano ko na ang ruta natin.	I've planned our route.
668	Masarap ang keyk.	The cake is tasty.
669	Walang matibay na ebidensiya laban kay Sami.	There was no solid evidence against Sami.
670	Hindi ka nakita ng mga bantay.	The guards didn't see you.
672	Naniniwala ako sayo.	I believe you.
674	Itong mesa ay para sa anim na tao.	This table is for six people.
675	Likas siyang mahina.	She is weak by nature.
676	Mga sundalo ba sila o mga halimaw?	Are these soldiers or monsters?
677	Mukha siyang bangkay.	He looked like a dead body.
678	Pakinggan mo ito.	Listen to this.
679	Anong pakiramdam mo?	How do you feel?
680	Ang layo ng tindahang iyon.	That store is too far.
683	Sira-ulo ang mga ideya niya.	His ideas are crazy.
684	Hindi ka bobo.	You are not dumb.
685	Baka kriminal si Michael.	Maybe Michael is a criminal.
686	Kaso, totoo ang kabaligtaran.	However, the reverse is true.
687	Di ba malinaw na?	Is it not clear enough?
688	Bumili siya ng manok.	She bought a chicken.
689	Magkano ho ang limang ampalaya?	How much, sir, are five bitter melons?
690	Papasok ako sa loob.	I'm coming inside.
691	Lahat panalo.	Everyone wins.
692	Ayaw kong mag-aral.	I don't like studying.
693	Dapat talunin ang kaaway.	The enemy must be defeated.
694	Mabilis akong magtrabaho.	I work fast.
695	Ako ay bulag.	I am blind.
696	Bantay-sarado ang bilangguan.	The prison is heavily guarded.
697	May lason ang karayom ni Sami.	Sami's needle contained poison.
698	Gusto mo ng pelikula?	Do you like movies?
699	Kumain ang mga bata ng pan de ube.	The kids ate ube bread.
700	Iisa lang ang ibinibigay ni Tom sa Pasko taon-taon.	Tom gives me the same thing for Christmas every year.
701	Balak kong pumunta roon nang personal.	I plan to go there personally.
702	Maliliit ang mga libro.	The books are small.
703	Mahilig ako sa mga karera ng kabayo.	I like horse races.
704	Ang kalawakan ay walang hanggan.	The universe is endless.
705	Guro si Chen.	Chen is a teacher.
706	Lumiit na ang agwat sa pagitan nila.	The gap between them has narrowed.
707	Nahihimbing ang bayan.	The town slept.
708	Bigyan mo ako ng konti.	Give me a little.
709	Nasa ibabaw ko ang kisame.	The ceiling is above me.
710	Doktor kami.	We are doctors.
711	Malaki ang paa ng aso mo.	Your dog has huge paws!
714	Sinungaling!	Liar!
715	Alinisan ko la so kuartok.	I've already cleaned my room.
716	Magpahinga ka.	Take a rest.
717	Kunan mo kami.	Take our picture.
718	Si Tom ang lider ng banda.	Tom is the leader of the band.
719	Tatawagan kita.	I'll call you.
720	Magpatuloy tayo.	Let's proceed.
721	Itala ang mga resulta.	Record the results.
722	Hindi ako gumamit ng lente.	I didn't use a flashlight.
723	Ito si kuya. Pogi, hindi ba?	This is my brother. Handsome, isn't he?
724	Umupo kami sa gitna ng silid.	We sat in the center of the room.
725	Hindi pa rin natapos ang digmaan.	Still, the war was not over.
726	Tara sa tindahan.	Let's go to the store.
727	Ang tao'y banal para sa tao.	Man is something sacred for man.
728	May pupuntahan ka ba?	Have you got somewhere to go?
729	Bumalik kami kaagad.	We returned immediately.
730	Walàng dahilan para matakot.	There's no reason to be afraid.
731	Pakiramdam ko, nabubuhay ako.	I feel alive.
732	Dinala ko 'yung akin.	I brought mine.
733	Luma na ang mga paraan niya.	He's behind the times in his methods.
735	Buksan mo ang regalo.	Open the gift.
736	Gusto kong mag-aral ng kasaysayan.	I like studying history.
738	Ang mga nadiskubre ni Galileo ay iniba ang mukha ng astronomiyang magpakailanman.	Galileo's discoveries forever changed the face of astronomy.
739	Gumaling ang sugat.	The wound healed.
740	Magbigay ka ng mga halimbawa.	Give examples.
741	Paano ka aasenso nang walang mabuting edukasyon?	Without a good education, how can you succeed?
742	Hayaan mong mahalin kita!	Let me love you!
743	Tumalon ka pababa.	Jump down.
744	Dapat magmadali po kayo.	You must hurry.
745	Isa kang bato.	You're a rock.
746	Kakaibang kombinasyon ito.	It's such a unique combination.
747	Madilim na po.	It is already dark.
750	Huwag sobra.	Don't overdo it.
752	Puti si Tom.	Tom is white.
754	Pahingi ng karne.	Meat, please.
756	Hilig ko ang pagmomotor.	I like to ride motorcycles.
757	Nagulat kami sa ugali ni Tom.	We were surprised by Tom's behavior.
758	Pugad po ito.	This is a nest.
759	Wala masyado.	Nothing much.
760	Tumalab ang gamot.	The medicine has worked.
761	Lupain ko ito.	This is my property.
762	May lumalabas na tubig sa mga sirang tubo.	Water was coming out of the damaged pipes.
763	Limitado ang dami.	Quantities are limited.
764	Gusto ko ang pagmamahal mo.	All I want is your love.
765	Ito ang tamang sukat.	It's the right size.
766	Sundin mo ako.	Follow me.
768	Likas siyang mahina.	She is weak by nature.
769	Magtanong ka!	Ask!
770	Si Tom ay matalik na kaibigan ni Mary.	Tom is Mary's best friend.
771	Inilibing si Tom sa isang libingang walang tanda.	Tom was buried in an unmarked grave.
772	Tumama ang palaso sa target.	The arrow hit the target.
773	Linisin mo ang plato mo!	Clean your plate!
774	Makati ang ilong ko.	My nose is itchy.
775	Walang kontrata.	There was no contract.
776	Mahusay naman ang lahat sa tahanan.	All are well at home.
777	Amoy keso ito.	This smells like cheese.
778	Huminga nang normal.	Breathe normally.
780	Hindi nila binigay ang gusto ko.	They didn't give me what I wanted.
781	Kumagat si Tom nang maliit mula sa donat ni Mary.	Tom took a tiny bite out of Mary's donut.
782	Muntik na akong manalo.	I almost won.
783	May gulong ang kotse sa ilalim.	The car has a tire underneath.
784	Mabulok ka sa impiyerno!	Go rot in hell!
785	Ayan na naman!	Oh no, not again!
786	Biro ito, tama?	This is a joke, right?
787	Huwag magsalita kapag puno ang bibig mo.	Don't talk with your mouth full.
788	Nakatanggap siya ng posisyon sa kumpanya.	He obtained a post in the company.
789	Lahat maliban sa iyo.	All except you.
790	May mga baboy sa bukid.	There are pigs in the field.
791	May narinig akong ibang tunog.	I heard a strange sound.
792	Parte ito ng proseso.	This is part of the process.
793	Bumababa ba ang presyo ng gas?	Are gas prices going down?
794	Ito ang payo ko.	This is my advice.
795	Ano ang tungkulin ko?	What is my function?
796	Kakaiba ang kilos mo.	Your behavior is unusual.
798	Umamin si Tom.	Tom confessed.
803	Magdala ng alak.	Bring wine.
804	Kaya ko iyang ipaliwanag.	I can explain that.
805	Nadapa siya sa sahig.	He fell down on the floor.
807	May pruweba ka ba?	Have you any proof?
808	Walang imposible sa atin.	There's nothing we can't do.
809	Lola ko siya.	She's my grandma.
810	Ikaw magsimula.	You start.
812	Tinakpan ni Tom ang kanyang kama ng pulang kobre-kamang yari sa satin.	Tom put some red satin sheets on his bed.
813	Ibalik mo sa akin ang pera.	Give me the money back.
814	Papasukin mo ako.	Let me in.
815	Di komportable ang mga upuang ito.	These chairs are not comfortable.
816	Numero uno tayo.	We're #1.
817	Ayaw kong sirain ang lahat.	I don't want to spoil everything.
819	Bumagsak ako.	I collapsed.
821	Taga saan ka?	Where are you from?
822	Gusto kong makipag-usap sa amo mo.	I want to speak to your manager.
824	Medyo lasing ako.	I'm a little drunk.
825	Ang baho ng sapatos mo.	Your shoe stinks.
826	Bagsak kami.	We failed.
828	Palakihin mo ang teritoryo mo.	Expand your territory.
829	Nakaw ang sasakyan.	The vehicle is stolen.
830	Mga isang milya ang nilakad ko.	I walked about a mile.
831	Mag-isip bago gumawa ng kahit ano.	Think before you act!
833	Tulog ba siya?	Is she sleeping?
834	Kukuha ako ng yelo.	I'll get some ice.
835	Madaling magalit si Tom.	Tom gets cross easily.
836	Nandiyan ka ba?	Are you there?
837	Maghintay ka sa harapan.	Wait out front.
838	Mga mamamayan ng Canada sina Tom at Mary.	Tom and Mary are both Canadian citizens.
839	Ano ang kahulugan ng salitang ito?	What is the meaning of this word?
840	Marunong si Tom.	Tom is experienced.
841	Amoy bulaklak.	It has a floral scent.
842	Papuntang siyudad ako.	I am going to the city.
843	Bababa ako sa sunod na babaan.	I'm getting off at the next stop.
844	Hindi ako mabubuhay kung wala ka.	I can't live without you.
847	May utang si Tom.	Tom is in debt.
848	Nakakatuwa para sa akin ang magbasa ng aking lumang talaan sa araw-araw.	It is interesting for me to read my old diary.
849	Hindi kasali si Tom sa banda.	Tom isn't in the band.
850	May baso sa mesa.	There is a glass on the table.
851	Kamusta ang biyahe mo?	How was your trip?
852	Isara ang baul.	Close the chest.
853	Bigla pong umulan.	Suddenly, it rained.
854	Yari ba iyan sa ginto?	Is that made of gold?
855	Hindi ako artista.	I'm not a celebrity.
856	Siguraduhing tuyo na ang unang patong ng pintura bago ilagay ang pangalawa.	Make sure that the first coat of paint is dry before applying the second coat.
857	Manood tayo ng ibang pelikula.	Let's watch another movie.
858	Dumaan kami.	We passed by.
859	Huwebes o Biyernes ba ngayon?	Is today Thursday or Friday?
860	Tatlumpung milyon ang halaga.	It's worth thirty million dollars.
861	Nasanay na akong tumira rito.	I've gotten used to living here.
862	Sino ang maniniwala sa akin?	Who would believe me?
864	Ang taba ko.	I'm so fat.
865	Itapon ang basura.	Throw away the garbage.
866	Wala akong pakialam sa gastos.	I don't care about the expense.
867	Sinong nakatayo?	Who's standing?
868	Mas matangkad ako.	I am taller.
869	Ang ganda ng mga ito.	These are beautiful.
870	Hinalo niya nang kutsara ang sopas.	She stirred the soup with a spoon.
871	Kayang magbago ng sangkatauhan.	Humanity can change.
872	Wala kang kinakain.	You are not eating anything.
873	Sana magustuhan mo ang palabas.	We hope you will enjoy the show.
874	Dito ako kakain.	I'll eat here.
875	May apat na sulok ang parisukat.	A square has four angles.
876	Walang anuman.	You're welcome.
877	Sino ang babaeng kausap mo?	Who was the girl you were talking to?
878	Ayusin mo 'to.	Fix this.
880	Nagkakamali sila.	They're wrong.
881	Kinse minutos na lang at aalis na ako dito.	Fifteen more minutes and I'll be out of here.
882	Ang kadiliman ay ang kawalan ng ilaw.	Darkness is the absence of light.
883	Bag ito ni Jane.	This is Jane's bag.
884	Kakaibang pangyayari!	What a strange affair!
885	Bahagi ito ng proseso.	This is part of the process.
886	Isa itong ordinaryong gawain.	This is an ordinary task.
887	Dapat silang tanggalin.	They must be removed.
888	Dapat makausap kita.	I must talk with you.
889	Hubarin mo ang uniporme mo.	Take off your uniform.
890	Ligtas ang kalagayan ng pasyente.	The patient's condition is stable.
891	Tungkol saan ba ang away?	What was the fight over?
892	Mataba siya.	He's plump.
893	Masakit 'yan.	That hurts.
894	Akala mo ba siya ang lalake?	Did you think that was the man?
896	Humingi ka ng tawad.	You should apologize.
897	Ang tamis ng paghihiganti.	Revenge is sweet.
898	May anino ba ang mga multo?	Do ghosts have shadows?
899	Umiinom si Tom.	Tom drinks.
902	Nawala na ang talim ng kutsilyo ko.	My knife has lost its edge.
903	Pangarap lamang iyon.	It's only a dream.
904	Ikaw ay mayaman.	You are rich.
905	Nagtrabaho na parang mga langgam ang mga alagad.	The servants worked like ants.
906	Gumawa ako ng isang desisyon.	I've made a decision.
908	Lumapit kayo.	Come closer.
909	Lalaki rin si Sami balang araw.	Sami will grow up one day.
910	Sundan siya.	Follow him.
911	Iyan ay labag sa batas.	That's against the law.
913	Ilang tao ang nasa grupo mo?	How many people are in your group?
914	Nawalan ako ng balanse.	I lost my balance.
917	Magaling ang presyo.	The price is good.
918	Umupo siya sa tapat niya.	She sat opposite him.
919	Pabor sila sa plano mo.	They are in favor of your plan.
920	Wala akong permanenteng tirahan.	I have no permanent address.
922	Mapurol ang kutsilyo.	The knife is dull.
923	Dahan-dahan po.	Slowly, please.
924	Anong ingay iyon?	What was that sound?
925	May lumabas na usok.	Smoke appeared.
926	Tumitigas ang bakal sa loob ng isang segundo.	Steel hardens in one second.
927	Maliwanag ang kanyang kwarto.	His room was brightly lit.
928	Nakaupo ako sa isang hanay.	I am sitting in a row.
929	Nabasa mo ba lahat?	Did you read it at all?
930	Pantay na ata tayo.	I think we're even.
931	Libre ba ito?	Is it free?
933	Ito ang tinatawag kong pag-unlad.	This is what I call progress.
934	Lumalaki ang negosyo nila.	Their business is expanding.
935	Gustong ibenta ni Tom ang tatlo sa kanyang mga kambing.	Tom wants to sell three of his goats.
936	Bayani ang lolo ko.	My grandfather was a hero.
937	May tanggapan ng koreo sa dulo ng kalye.	There's a post office at the end of the street.
938	Nagsisimula palang ang handaan.	The party is just getting started.
940	Manatiling kalmado.	Stay calm.
941	May resibo ako.	I have a receipt.
942	Magandang sistema ito.	It's a good system.
943	Sagot mo iyan.	That is your responsibility.
944	Ninakaw ang sasakyan.	The vehicle was stolen.
945	Hinihilom ng paglipas ng panahon ang lahat.	Time heals everything.
946	Parang hindi mo yata pinanood yung video hanggang huli.	I think you didn't watch the video to the end.
947	May butil ng salamin si Ziri sa ilalim ng balat niya.	Ziri had a piece of glass underneath his skin.
948	Pangatlo na iyan! Tanggal ka na!	Strike three! You're out!
949	Matalino siya.	He is smart.
950	Maliit ang ari ko.	My penis is small.
951	Sana magawa iyan ni Tom.	I hope Tom can accomplish that.
953	Napakaganda ng mga bituin!	The stars are so beautiful!
954	Gagawin iyon nina Tom at Mary.	Tom and Mary will do that.
955	May mahigit nang pitong libong wika sa daigdig.	There are more than seven thousand languages in the world.
956	Huwag kalabitin ang oso.	Don't poke the bear.
957	Ang talino mo.	You're very clever.
959	Ang tingga ay isang nakakalasong metal.	Lead is a toxic metal.
960	Insekto ang mga paruparo.	Butterflies are insects.
961	Hindi ito kapani-paniwala.	It's incredible.
962	Ikinagagalak ko po kayong makilala, Ginang Jones.	Nice to meet you, Mrs Jones.
964	Nakatanggap siya ng posisyon sa kumpanya.	He obtained a post in the company.
965	Alam ko ang pinagmulan.	I know the source.
966	May humingi nito.	Someone demanded it.
967	Sarado ang bar.	The bar is closed.
968	Di kita ang kaibahan ng karamihan.	Most people can't tell the difference.
970	Kailangan nating siguraduhin.	We must check.
971	Bibilhin ko; di bale na ang presyo!	I'll buy it no matter what the price is!
974	May sampu kaming baka.	We have ten head of cattle.
975	Baka mahuli ako para sa hapunan.	I might be late for dinner.
977	Lumilipad ang mga ibon.	Birds fly.
979	Minero ako ng uling.	I'm a coal miner.
980	Huwag mo akong saktan.	Don't hurt me.
981	Barilin mo sila.	Shoot them down.
982	Nasaan ang banyo?	Where are the toilets?
983	Sa pagkakataong ito, hindi mo matatakasan ang parusa.	This time, you won't escape punishment.
984	Tawagan mo ako kung nagiging mapanganib na.	If it gets dangerous, give me a call.
985	Karapat-dapat itong tawaging wika.	It deserves to be called a language.
986	Pagod na ang mga Hudyo.	The Jews are tired.
988	Tumingin ka sa magandang panig ng mga bagay.	Look at the sunny side of things.
989	Sumama ka sa akin sa timog dagat ng Pransya.	Come with me to the southern coast of France!
990	Sa Inglatera, ang Labor Day ay ginaganap tuwing Mayo.	In England, Labor Day is in May.
992	Mabaho ang hininga ni Tom.	Tom has bad breath.
993	Dapat hintayin natin sila.	We're supposed to wait for them.
994	Hindi naalala ni Tom ang mga detalye.	Tom couldn't recall the details.
995	Gusto ko ng mababang lamesa.	I want a low table.
998	Umabante ka ng dalawang hakbang.	Advance two steps.
1000	Pangkaraniwan na iyon.	That's perfectly normal.
